_id,additional_image,adult,availability_date,avlble,brand,business_unit,category,collection,color,condition,created_on,currency,currency_symbol,description,diamond_clarity,diamond_color,diamond_cut,discount_percentage,expiration_date,full_description,gemstone1,gemstone2,gemstone3,gemstone4,gemstone5,gender,goldkaratage,google_product_category,gtin,height,id,identifier_exists,image,item_group_id,jew_size,jewellery_type,last_modified_on,listprice,metal,metal_color,mfr_code,mpn,name,occasion,out_of_shelf,price,price_usd,product,product_type,sale_price_usd,status,sub_account,subcategories,trendrank,unit,updated,url,variants,width
3.02E+38,https://staticimg.titan.co.in/Tanishq/Catalog/512814PIEAAA00_2.jpg,No,NA,1,Tanishq,Jewellery,,,,NEW,1.58E+12,INR,&#8377;,Tanishq 22KT Yellow Gold Pendant with Religious Design and White Rhodium Plating,,,,0,NA,This 22KT bi-colour gold pendant features an Om-shaped design within a shiny circle with rhodium-plated nada bindu. The pendant is provided with a thick teardrop-shaped bail to freely allow a chain to pass through.A high-polished finish gives a lustrous look to the pendant.,,,,,,Female,22,Apparel & Accessories > Jewelry > Charms & Pendants ,,,512814PIEAAA002JA009388,FALSE,https://staticimg.titan.co.in/Tanishq/Catalog/512814PIEAAA00_1.jpg,512814PIEAAA00_P,,Plain Gold Jewellery,1.58E+12,6611,Gold,Yellow,512814PIEAAA00,512814PIEAAA002JA009388,Yellow white gold pendant,Traditional Wear,FALSE,6611,92.73,PENDANT,Home > Jeweller,92.73,Active,[tanishq],Jeweller,,,FALSE,/product/tanishq-22kt-yellow-gold-pendant-with-religious-design-and-white-rhodium-plating-512814pieaaa00,"{u'2JA009388': {u'price': 6611.0, u'listprice': 6611.0}}",
1.77E+38,https://staticimg.titan.co.in/Tanishq/Catalog/501519CMTLA00_2.jpg,No,NA,1,Tanishq,Jewellery,,Bestsellers,,NEW,1.58E+12,INR,&#8377;,Tanishq 18KT Gold Chain,,,,0,NA,"Simple, elegant and stunning, this gold chain will perfectly complement your favourite gold pendant.",,,,,,,18,Apparel & Accessories > Jewelry > Body Jewelry ,,16 inches,501519CMTELA002EE000015,FALSE,https://staticimg.titan.co.in/Tanishq/Catalog/501519CMTLA00_1.jpg,501519CMTLA00_P,40.64 cm,Plain Gold Jewellery,1.58E+12,19843,Gold,Rose,501519CMTELA00,501519CMTELA002EE000015,Simple and Elegant Chain in 18KT Yellow Gold,,FALSE,19843,278.34,CHAIN,Home > Gold,278.34,Active,[tanishq],Gold,,,FALSE,/product/tanishq-18kt-gold-chain-501519cmtla00,"{u'2EE000015': {u'price': 19843.0, u'listprice': 19843.0}, u'2EE000010': {u'price': 19910.0, u'listprice': 19910.0}}",
2.65E+38,https://staticimg.titan.co.in/Mia/Catalog/552811FWCAA00_2.jpg,No,NA,1,MIA,Jewellery,tq-mia-category,Friends of Bride,,NEW,1.58E+12,INR,&#8377;,Yellow Gold Finger Ring,,,,0,NA,This 14KT yellow gold finger ring showcases three petal-like elements in succession with negative spaces and an inner petal element with blue enamel each. The ring shank has a straight band shape and is high-polished to a perfect lustre.,,,,,,,14,Jewellery,,,552811FWCKAA002JA005293,FALSE,https://staticimg.titan.co.in/Mia/Catalog/552811FWCAA00_1.jpg,552811FWCAA00_P,16 mm,OTHERS,1.58E+12,5499,Gold,Yellow,552811FWCKAA00,552811FWCKAA002JA005293,Mia by Tanishq Friends of Bride 14KT Yellow Gold Finger Ring with Blue Enamel,,FALSE,5499,77.32,FINGER RING,Home > Jewellery,77.32,Active,"[tanishq, mia]",Jewellery,1,,FALSE,/product/finger-ring-552811fwcaa00,"{u'2JA005292': {u'price': 5499.0, u'listprice': 5499.0}, u'2JA005293': {u'price': 5499.0, u'listprice': 5499.0}, u'2JA005291': {u'price': 5499.0, u'listprice': 5499.0}}",
2.20E+38,https://staticimg.titan.co.in/Mia/Catalog/552811FAAAA00_2.jpg,No,NA,1,MIA,Jewellery,tq-mia-category,Loves to go to Work,,NEW,1.58E+12,INR,&#8377;,Yellow Gold Finger Ring,,,,0,NA,"This 14KT rhodium-plated yellow gold finger ring features a stylized, oval loop design. Three curvy, oval loops stem from a common base on the side. The central, rhodium-plated oval ring is longer than the outer loops. The upper, rose gold-plated oval loop is slightly smaller than the yellow gold oval ring at the bottom. Since the ring is high-polished, it appears shiny and attractive.",,,,,,,14,Jewellery,,,552811FAAMAA002JA005328,FALSE,https://staticimg.titan.co.in/Mia/Catalog/552811FAAAA00_1.jpg,552811FAAAA00_P,16.80 mm,Plain Gold Jewellery,1.58E+12,8999,Gold,Tri Colour,552811FAAMAA00,552811FAAMAA002JA005328,Mia by Tanishq 14KT Yellow Gold Finger Ring with Oval Loops,,FALSE,8999,126.53,FINGER RING,Home > Jewellery,126.53,Active,"[tanishq, mia]",Jewellery,,,FALSE,/product/finger-ring-552811faaaa00,"{u'2JA005327': {u'price': 8999.0, u'listprice': 8999.0}, u'2JA005325': {u'price': 8999.0, u'listprice': 8999.0}, u'2JA005328': {u'price': 8999.0, u'listprice': 8999.0}}",
8.65E+37,https://staticimg.titan.co.in/Tanishq/Catalog/511518SEPABA00_2.jpg,No,NA,1,Tanishq,Jewellery,,,,NEW,1.58E+12,INR,&#8377;,Tanishq 22KT Gold Stud Earrings,,,,0,NA,"Inspired by a flower in full bloom, these gorgeous stud earrings are opulent, elegant and a definite showstopper.",,,,,,Female,22,Apparel & Accessories > Jewelry,,,511518SEPABA002EA005559,FALSE,https://staticimg.titan.co.in/Tanishq/Catalog/511518SEPABA00_1.jpg,511518SEPABA00_P,,Plain Gold Jewellery,1.58E+12,21771,Gold,Yellow,511518SEPABA00,511518SEPABA002EA005559,22KT Gold Stud Earrings,Daily Wear,FALSE,21771,305.39,STUD EARRING,Home > Jeweller,305.39,Active,[tanishq],Jeweller,2,,FALSE,/product/tanishq-22kt-gold-stud-earrings-511518sepaba00,"{u'2EA005559': {u'price': 21771.0, u'listprice': 21771.0}}",
2.01E+38,https://staticimg.titan.co.in/Tanishq/Catalog/513013HDUAAA00_2.jpg,No,NA,1,Tanishq,Jewellery,,,,NEW,1.58E+12,INR,&#8377;,Tanishq 22KT Gold Hoop Earrings,,,,0,NA,There is nothing more magical than gold hoops to completely transform an outfit. Pair these beauties with any ethnic wear for a gorgeous effect.,,,,,,Female,22,Apparel & Accessories > Jewelry,,,513013HDUAAA002ED005568,FALSE,https://staticimg.titan.co.in/Tanishq/Catalog/513013HDUAAA00_1.jpg,513013HDUAAA00_P,,Plain Gold Jewellery,1.58E+12,39828,Gold,Yellow,513013HDUAAA00,513013HDUAAA002ED005568,22KT Gold Hoop Earrings,Traditional Wear,FALSE,39828,558.68,HOOP EARRING,Home > Jeweller,558.68,Active,[tanishq],Jeweller,,,FALSE,/product/tanishq-22kt-gold-hoop-earrings-513013hduaaa00,"{u'2ED005568': {u'price': 39828.0, u'listprice': 39828.0}}",
5.33E+37,https://staticimg.titan.co.in/Tanishq/Catalog/502415SINAGA02_2.jpg,No,NA,1,Tanishq,Jewellery,,,,NEW,1.58E+12,INR,&#8377;,Tanishq 18KT Gold Earrings for Women,SI2,DIA   G H   COL GREY,,0,NA,This classy and striking design is the perfect addition to your jewellery collection!,,,,,,Female,18,Apparel & Accessories > Jewelry,,,502415SINAGA023IJ005441,FALSE,https://staticimg.titan.co.in/Tanishq/Catalog/502415SINAGA02_1.jpg,502415SINAGA02_P,,Studs,1.58E+12,20771,Gold,Yellow,502415SINAGA02,502415SINAGA023IJ005441,18KT Gold Earrings,Work Wear,FALSE,20771,291.36,STUD EARRING,Home > Jeweller,291.36,Active,[tanishq],Jeweller,,,FALSE,/product/tanishq-18kt-gold-earrings-for-women-502415sinaga02,"{u'3IJ005441': {u'price': 20771.0, u'listprice': 20771.0}}",
3.39E+38,https://staticimg.titan.co.in/Tanishq/Catalog/512214SKRAAA00_2.jpg,No,NA,1,Tanishq,Jewellery,,,,NEW,1.58E+12,INR,&#8377;,Tanishq 22KT Gold Stud Earrings,,,,0,NA,"Whether it is an important client meeting or a regular day at the office, these earrings will radiate elegance. Pair these with your work-wear and let them take care of your appearance while you focus on reaching new heights of success.",,,,,,Female,22,Apparel & Accessories > Jewelry,,,512214SKRAAA002EA005480,FALSE,https://staticimg.titan.co.in/Tanishq/Catalog/512214SKRAAA00_1.jpg,512214SKRAAA00_P,,Plain Gold Jewellery,1.58E+12,2633,Gold,Yellow,512214SKRAAA00,512214SKRAAA002EA005480,22KT Gold Stud Earrings,Party Wear,FALSE,2633,37.21,STUD EARRING,Home > Jeweller,37.21,Active,[tanishq],Jeweller,,,FALSE,/product/tanishq-22kt-gold-stud-earrings-512214skraaa00,"{u'2EA005472': {u'price': 2633.0, u'listprice': 2633.0}, u'2EA005480': {u'price': 2653.0, u'listprice': 2653.0}, u'2EA005475': {u'price': 2633.0, u'listprice': 2633.0}}",
3.31E+38,https://staticimg.titan.co.in/Tanishq/Catalog/512214SKLAAA00_2.jpg,No,NA,1,Tanishq,Jewellery,,,,NEW,1.58E+12,INR,&#8377;,Tanishq 22KT Yellow Gold Stud Earrings with Star shaped Design,,,,0,NA,This pair of 22KT yellow gold stud earrings features a star-shaped pattern. A round bead at the centre is surrounded by triangular motifs composed of Rawa balls. The earrings are secured by a nose pin finding. These delicate earrings will accentuate the appearance of any traditional outfit.,,,,,,Female,22,Apparel & Accessories > Jewelry,,,512214SKLAAA002EA006203,FALSE,https://staticimg.titan.co.in/Tanishq/Catalog/512214SKLAAA00_1.jpg,512214SKLAAA00_P,,Plain Gold Jewellery,1.58E+12,3205,Gold,Yellow,512214SKLAAA00,512214SKLAAA002EA006203,22KT Gold Star Studs,Daily Wear,FALSE,3205,44.96,STUD EARRING,Home > Jeweller,44.96,Active,[tanishq],Jeweller,,,FALSE,/product/tanishq-22kt-yellow-gold-stud-earrings-with-star-shaped-design-512214sklaaa00,"{u'2EA006201': {u'price': 3303.0, u'listprice': 3303.0}, u'2EA006200': {u'price': 3205.0, u'listprice': 3205.0}, u'2EA006203': {u'price': 3205.0, u'listprice': 3205.0}, u'2EA006202': {u'price': 3274.0, u'listprice': 3274.0}}",
2.98E+37,https://staticimg.titan.co.in/Mia/Catalog/552817SEOAAA22_2.jpg,No,NA,1,MIA,Jewellery,tq-mia-category,,,NEW,1.56E+12,INR,&#8377;,14KT Yellow and Rose Gold Diamond Stud Earrings,SI2,I J,Round Brilliant Cut,5,NA,"Depicting the dual tone of yellow and rose gold, these stud earrings are a part of Mia's collection. The earrings have a simple yet mesmerising design and are adorned with a diamond at the centre. The diamond gets its scintillant appearance with brilliant round cut edges. These earrings will look great with any attire and will add a charming touch to your office look.",,,,,,Female,14,Jewellery,,,552817SEOAAA222JA006274,FALSE,https://staticimg.titan.co.in/Mia/Catalog/552817SEOAAA22_1.jpg,552817SEOAAA22_P,,Diamond Jewellery,1.58E+12,6999,Gold,Bi Color,552817SEOAAA22,552817SEOAAA222JA006274,Mia by Tanishq 14KT Yellow & Rose Gold Diamond Stud Earrings,,FALSE,6649,98.41,STUD EARRING,Home > Jewellery,93.49,Active,"[tanishq, mia]",Jewellery,6,,FALSE,/product/stud-earring-552817seoaaa22,"{u'2JA006256': {u'price': 6649.0, u'listprice': 6999.0}, u'2JA006255': {u'price': 6649.0, u'listprice': 6999.0}, u'2JA006274': {u'price': 6649.0, u'listprice': 6999.0}, u'2JA006203': {u'price': 6649.0, u'listprice': 6999.0}, u'2JA006270': {u'price': 6649.0, u'listprice': 6999.0}, u'2JA006272': {u'price': 6649.0, u'listprice': 6999.0}, u'2JA006222': {u'price': 6649.0, u'listprice': 6999.0}, u'2JA006223': {u'price': 6649.0, u'listprice': 6999.0}, u'2JA006221': {u'price': 6649.0, u'listprice': 6999.0}, u'2JA006268': {u'price': 6649.0, u'listprice': 6999.0}}",
4.34E+37,https://staticimg.titan.co.in/Mia/Catalog/552818NCGAACZ_2.jpg,No,NA,1,MIA,Jewellery,Mia,,,NEW,1.57E+12,INR,&#8377;,Mia Glam by Tanishq 14KT Rose Gold Cubic Zirconia Neckwear with Star Design,,,,5,NA,"Inspirited by Venus, the Roman goddess of love. Immaculately crafted in 14KT rose gold and elaborately embellished with cubic zirconia set in pavÃƒÂ©.",Cubic Zirconia|64|NA|NA|NA,,,,,Female,14,Apparel & Accessories > Jewelry > Necklaces,,310mm,552818NCGAAACZ2JA005779,FALSE,https://staticimg.titan.co.in/Mia/Catalog/552818NCGAACZ_1.jpg,552818NCGAACZ_P,,Gemstone Jewellery,1.58E+12,14999,Gold,Rose Gold,552818NCGAAACZ,552818NCGAAACZ2JA005779,Mia Glam by Tanishq 14KT Rose Gold Cubic Zirconia Neckwear with Star Design,Daily Wear,FALSE,14249,210.9,NECKLACE,Home > Jewellery,200.35,Active,"[tanishq, mia]",Jewellery,8,,FALSE,/product/necklace-552818ncgaacz,"{u'2JA005757': {u'price': 14249.0, u'listprice': 14999.0}, u'2JA005776': {u'price': 14249.0, u'listprice': 14999.0}, u'2JA005779': {u'price': 14249.0, u'listprice': 14999.0}}",310mm
2.04E+38,https://staticimg.titan.co.in/Mia/Catalog/552818FCAAACZ_2.jpg,No,NA,1,MIA,Jewellery,Mia,Mia Glam,,NEW,1.57E+12,INR,&#8377;,Mia Glam by Tanishq 14KT Rose Gold Cubic Zirconia Finger Ring,,,,5,NA,Majestically radiant openwork characterises this gracefully resplendent finger ring. Prong set with an ethereal bouquet of exquisitely cut cubic zirconia. Crafted in 14KT rose gold.,Cubic Zirconia|2|NA|NA|NA,Cubic Zirconia|12|NA|NA|NA,Cubic Zirconia|1|NA|NA|NA,Cubic Zirconia|3|NA|NA|NA,Cubic Zirconia|7|NA|NA|NA,,14,Jewellery,,23mm,552818FCALAACZ2JA005779,FALSE,https://staticimg.titan.co.in/Mia/Catalog/552818FCAAACZ_1.jpg,552818FCAAACZ_P,16.40 mm,Gemstone Jewellery,1.58E+12,12999,Gold,Rose Gold,552818FCALAACZ,552818FCALAACZ2JA005779,Mia Glam by Tanishq 14KT Rose Gold Cubic Zirconia Finger Ring,Daily Wear,FALSE,12349,182.78,FINGER RING,Home > Jewellery,173.64,Active,"[tanishq, mia]",Jewellery,10,,FALSE,/product/finger-ring-552818fcaaacz,"{u'2JA005775': {u'price': 12349.0, u'listprice': 12999.0}, u'2JA005777': {u'price': 12349.0, u'listprice': 12999.0}, u'2JA005779': {u'price': 12349.0, u'listprice': 12999.0}, u'2JA005778': {u'price': 12349.0, u'listprice': 12999.0}, u'2JA005665': {u'price': 12349.0, u'listprice': 12999.0}}",19.5mm
1.55E+38,https://staticimg.titan.co.in/Mia/Catalog/552812NUOAA00_2.jpg,No,NA,1,MIA,Jewellery,tq-mia-category,,,NEW,1.57E+12,INR,&#8377;,14KT Yellow Gold Necklace,,,,0,NA,"An elegant exhibit of the minimalistic design philosophy of Mia's Glintz collection, this 14KT yellow gold necklace displays a Spartan, yet stylish design. It consists of a rolo chain connected to a pendant in the shape of the infinity symbol. Sleek and stylish, the necklace is secured by a lobster closure and makes for a smart ornament to wear to work.",,,,,,Female,14,Apparel & Accessories > Jewelry > Necklaces,,,552812NUOAAA002JA006150,FALSE,https://staticimg.titan.co.in/Mia/Catalog/552812NUOAA00_1.jpg,552812NUOAA00_P,,Plain Gold Jewellery,1.58E+12,8999,Gold,Yellow,552812NUOAAA00,552812NUOAAA002JA006150,Mia by Tanishq Friends of Bride 14KT Yellow Gold Necklace,,FALSE,8999,126.53,NECKLACE,Home > Jewellery,126.53,Active,"[tanishq, mia]",Jewellery,9,,FALSE,/product/necklace-552812nuoaa00,"{u'2JA006150': {u'price': 8999.0, u'listprice': 8999.0}}",
1.18E+38,https://staticimg.titan.co.in/Mia/Catalog/552818NBOAACZ_2.jpg,No,NA,1,MIA,Jewellery,Mia,,,NEW,1.57E+12,INR,&#8377;,Mia Glam by Tanishq 14KT Rose Gold Cubic Zirconia Neckwear,,,,10,NA,Ardently inspired by the warrior princesses of the Amazon. 75 round cut cubic zirconia stones encapsulate three bold rising stars. Set in 14KT rose gold.,Cubic Zirconia|35|NA|NA|NA,Cubic Zirconia|20|NA|NA|NA,Cubic Zirconia|20|NA|NA|NA,,,Female,14,Apparel & Accessories > Jewelry > Necklaces,,310mm,552818NBOAAACZ2JA005940,FALSE,https://staticimg.titan.co.in/Mia/Catalog/552818NBOAACZ_1.jpg,552818NBOAACZ_P,,Gemstone Jewellery,1.58E+12,30999,Gold,Rose Gold,552818NBOAAACZ,552818NBOAAACZ2JA005940,Mia Glam by Tanishq 14KT Rose Gold Cubic Zirconia Neckwear,Daily Wear,FALSE,27899,435.87,NECKLACE,Home > Jewellery,392.28,Active,"[tanishq, mia]",Jewellery,39,,FALSE,/product/necklace-552818nboaacz,"{u'2JA005940': {u'price': 27899.0, u'listprice': 30999.0}, u'2JA005617': {u'price': 27899.0, u'listprice': 30999.0}}",310mm
2.76E+38,https://staticimg.titan.co.in/Mia/Catalog/552819NPAAA52_2.jpg,No,NA,1,MIA,Jewellery,Collections,,,NEW,1.57E+12,INR,&#8377;,Mia by Tanishq 14KT Yellow Gold Necklace for Women with Round Cut Diamonds and Precious Stone Teardrop Pendant,SI2,I;J,Ideal,10,NA,"Creatively Fashioned  - This pair of gold earrings from Mia by Tanishq is an ideal pick for todayÂ’s woman. It features 3 fan charms attached to one below the other.Everlasting Keepsake  - The shine and lustre of this womenÂ’s jewellery is meant to last forever. It will also be a great addition to jewellery collection.Gleaming Gift Option  - This 14KT gold earring will surely be a great gift for your lover, friend or co-worker.Make an everlasting impression on your friends and family with this Mia by Tanishq gold earrings. Curated with 14KT gold, keeping in mind the contemporary essence, it is creatively designed featuring 3 fan charms, one below the other. Mia by Tanishq brings another collection of modern jewellery in graceful designs with a pinch of opulence that will accent both, formal and informal looks. With an intent to reflect the beauty, confidence, and inspiring personalities of todayÂ’s women, these designs are given fetching bold details. Polished in 14KT gold and decorated with gemstones, the jewellery pieces in the Electrify Collection of Mia make a must-have versatile selection that can be worn to a variety of big or small occasions. Please note our products are a result of free-flowing design and are not restricted by the weight of metal and stones, hence the metal and stone weights indicated are not valid.",,,,,,Female,14,Apparel & Accessories > Jewelry > Necklaces,,28 mm,552819NPAAAA522BA000115,FALSE,https://staticimg.titan.co.in/Mia/Catalog/552819NPAAA52_1.jpg,552819NPAAA52_P,,Diamond Jewellery,1.58E+12,34999,Gold,Yellow,552819NPAAAA52,552819NPAAAA522BA000115,Mia by Tanishq 14KT Yellow Gold Necklace for Women with Round Cut Diamonds and Precious Stone Teardrop Pendant,,FALSE,31499,492.11,NECKLACE,Home > Collections > Electrify,442.9,Active,"[tanishq, mia]",Electrify,2,,FALSE,/product/necklace-552819npaaa52,"{u'2BA000106': {u'price': 31499.0, u'listprice': 34999.0}, u'2BA000107': {u'price': 31499.0, u'listprice': 34999.0}, u'2BA000115': {u'price': 31499.0, u'listprice': 34999.0}, u'2BA000110': {u'price': 31499.0, u'listprice': 34999.0}}",30 mm
3.37E+38,https://staticimg.titan.co.in/Mia/Catalog/552819NLQAA52_2.jpg,No,NA,1,MIA,Jewellery,Collections,,,NEW,1.57E+12,INR,&#8377;,Mia by Tanishq 14KT Rose Gold Bar Pendant Necklace for Women with Round Cut Diamond Accented Bar Pendant,SI2,I;J,Ideal,7,NA,"Contemporary Design  - Reflecting your style and personality in the truest sense, this fashionable shell-like drop pendant is decorated with small glistening diamonds together with a highlighting multifaceted bezel-set oval-cut diamond.A Memorable Gift  - When looking for an unforgettable gift for the special lady in your life, this stylish yellow gold necklace will surely convey your feelings in the best possible way. Fits Every Occasion  - Not only does this piece of jewellery be owned by women of all ages, but it can also be worn on any formal event or casual party. Express yourself with this gorgeous yellow gold drop necklace! The diamond-studded shell-like dangling pendant is decorated with an oversized multifaceted oval-cut diamond to get you all the attention you deserve. You can get one to pamper yourself or give it to a loved one as a precious and meaningful gift they would always cherish. No matter the occasion or reason for purchase, when you give this necklace to your loved ones, they will surely wear it with excitement.Mia by Tanishq brings another collection of modern jewellery in graceful designs with a pinch of opulence that will accent both, formal and informal looks. With an intent to reflect the beauty, confidence, and inspiring personalities of todayÂ’s women, these designs are given fetching bold details. Polished in 14KT gold and decorated with gemstones, the jewellery pieces in the Electrify Collection of Mia make a must-have versatile selection that can be worn to a variety of big or small occasions. Please note our products are a result of free-flowing design and are not restricted by the weight of metal and stones, hence the metal and stone weights indicated are not valid.",,,,,,Female,14,Apparel & Accessories > Jewelry > Necklaces,,8 mm,552819NLQAAA522BA000140,FALSE,https://staticimg.titan.co.in/Mia/Catalog/552819NLQAA52_1.jpg,552819NLQAA52_P,,Diamond Jewellery,1.58E+12,28999,Gold,Rose,552819NLQAAA52,552819NLQAAA522BA000140,Mia by Tanishq 14KT Rose Gold Bar Pendant Necklace for Women with Round Cut Diamond Accented Bar Pendant,,FALSE,26969,407.75,NECKLACE,Home > Collections > Electrify,379.2,Active,"[tanishq, mia]",Electrify,,,FALSE,/product/necklace-552819nlqaa52,"{u'2BA000140': {u'price': 26969.0, u'listprice': 28999.0}, u'2BA000066': {u'price': 26969.0, u'listprice': 28999.0}, u'2BA000016': {u'price': 26969.0, u'listprice': 28999.0}, u'2BA000065': {u'price': 26969.0, u'listprice': 28999.0}}",35 mm
5.40E+37,https://staticimg.titan.co.in/Mia/Catalog/552819SJEAAA00_2.jpg,No,NA,1,MIA,Jewellery,Collections,,,NEW,1.57E+12,INR,&#8377;,Mia by Tanishq 14KT Gold Stud Earrings for Women in Weave Design,,,,0,NA,"Design Forward Jewellery  - The gold earrings are crafted in petal shape with flower cut detailing. The lustrous backdrop of 14KT gold will make all the heads turn as you walk in wearing these. A Perfect Gift to Self  - Gift yourself these pair of Mia by Tanishq earrings fashioned for elegance and royalty. They are so exquisite, they will complement your outfit.  Comfortable for Everyday Wear  - The gold earrings for women feature a push-back post for a secure fit. Their sleek design makes them perfect for everyday wear to make a casual statement. Description  - Shine bright like a star when you adorn your ears with these floral themed 14KT yellow gold stud earrings from the house of Mia by Tanishq. The captivating and delicate design of the earrings will have you make an elegant statement whenever you pair them with your outfit. Mia by Tanishq brings another collection of modern jewellery in graceful designs with a pinch of opulence that will accent both, formal and informal looks. With an intent to reflect the beauty, confidence, and inspiring personalities of todayÂ’s women, these designs are given fetching bold details. Polished in 14KT gold and decorated with gemstones, the jewellery pieces in the Electrify Collection of Mia make a must-have versatile selection that can be worn to a variety of big or small occasions. Please note our products are a result of free-flowing design and are not restricted by the weight of metal and stones, hence the metal and stone weights indicated are not valid.",,,,,,Female,14,Jewellery,,10 mm,552819SJEAAA002ED000071,FALSE,https://staticimg.titan.co.in/Mia/Catalog/552819SJEAAA00_1.jpg,552819SJEAAA00_P,,Diamond Jewellery,1.58E+12,9999,Gold,Yellow,552819SJEAAA00,552819SJEAAA002ED000071,Mia by Tanishq 14KT Gold Stud Earrings for Women in Weave Design,,FALSE,9999,140.59,STUD EARRING,Home > Collections > Electrify,140.59,Active,"[tanishq, mia]",Electrify,5,,FALSE,/product/stud-earring-552819sjeaaa00,"{u'2ED000071': {u'price': 9999.0, u'listprice': 9999.0}, u'2ED000005': {u'price': 9999.0, u'listprice': 9999.0}}",10 mm
3.24E+38,https://staticimg.titan.co.in/Mia/Catalog/552819FSUAA22_2.jpg,No,NA,1,MIA,Jewellery,Collections,Smolitaires,,NEW,1.57E+12,INR,&#8377;,Mia by Tanishq 14KT Yellow Gold Ring for Women,SI2,I;J,Ideal,7,NA,"Gold Finish - This a 14KT gold ring with high shine polish that makes this jewellery piece glow. Diamond Stud Ring - Secured in four prongs is a round cut diamond that adds a timeless radiance to this solitaire ring. Slender Profile - The slim profile makes this diamond ring sleek, lightweight, and comfortable to wear every day. Versatile Design - It is a lovely ring that pairs with all clothes in your wardrobe. Mia Tanishq jewellery - Crafted by Mia by Tanishq, this piece of jewellery ensures exceptional quality and authenticity. Immersed in the simple elegance of gold and glimmering lustre of diamond, this is a fine piece of jewellery for women who like to dress up every time they leave house. Slightly tapered at the top, its traditional band flaunts a smooth finish. Its soft curves make this ring a comfortable everyday jewellery for women. Wear this gold diamond ring with jeans and a blouse or a suit, the ring will create a lovely ensemble. Mia by Tanishq brings another collection of modern jewellery in versatile ethno contemporary designs that complete both, formal and informal looks. They are meant for the modern women who are powerful, strong, and charming. All the designs are crafted niftily in 14KT gold, making the articles in Smolitaire Collection dazzling, easy to care, and lighter on the pocket",,,,,,,14,Jewellery,,23.65 mm,552819FSUMAA222BD000032,FALSE,https://staticimg.titan.co.in/Mia/Catalog/552819FSUAA22_1.jpg,552819FSUAA22_P,16.80 mm,Diamond Jewellery,1.58E+12,20999,Gold,yellow,552819FSUMAA22,552819FSUMAA222BD000032,Mia by Tanishq 14KT Yellow Gold Ring for Women,,FALSE,19529,295.26,FINGER RING,Home > Collections > Smolitaires,274.59,Active,"[tanishq, mia]",Smolitaires,,,FALSE,/product/finger-ring-552819fsuaa22,"{u'2BD000032': {u'price': 19529.0, u'listprice': 20999.0}, u'2BD000014': {u'price': 19529.0, u'listprice': 20999.0}}",20.19 mm
2.70E+38,https://staticimg.titan.co.in/Mia/Catalog/552812PNCAAA22_2.jpg,No,NA,1,MIA,Jewellery,tq-mia-category,,,NEW,1.57E+12,INR,&#8377;,14KT Diamond Circular Pendant,SI2,I J,Round Brilliant Cut,15,NA,"This 14KT yellow gold pendant features polished, mini circular elements and rhodium-plated circular-shapes that are arranged to form a single design. Six diamonds that fall within the I-J colour range and SI2 clarity grade are pave-set on the rhodium-plated circular elements. Two curved loops at the back of the pendant allow a chain to slip through easily. Look your best while on task by wearing this pendant to work.<br/><br/><b>Disclaimer</b><br>The product consists for only Pendant. The chain (if shown) is only for demonstration but not a part of the product.",,,,,,Female,14,Apparel & Accessories > Jewelry > Charms & Pendants ,,14.28 mm,552812PNCAAA223IF000004,FALSE,https://staticimg.titan.co.in/Mia/Catalog/552812PNCAAA22_1.jpg,552812PNCAAA22_P,,Diamond Jewellery,1.58E+12,10999,Gold,Bi Color,552812PNCAAA22,552812PNCAAA223IF000004,Mia by Tanishq Friends of Bride 14KT Yellow Gold Diamond Pendant with Circular Design,,FALSE,9349,154.65,PENDANT,Home > Jewellery,131.45,Active,"[tanishq, mia]",Jewellery,2,,FALSE,/product/pendant-552812pncaaa22,"{u'3IF000004': {u'price': 9349.0, u'listprice': 10999.0}}",13.88 mm
